SentenceNo,SequenceNo,Speaker,Text,PolarityScore
1300,686,TAPPER,Senator Cruz?,0.0
1301,687,CRUZ,"Well, I wouldn't change the $10 bill, I'd change the $20. I'd take Jackson off and I'd leave Alexander Hamilton right where he is as one of our Founding Fathers.",0.2857142857142857
1302,687,CRUZ,(APPLAUSE),0.0
1303,687,CRUZ,"And I very much agree with Marco that it should be Rosa Parks. She was a principled pioneer that helped change this country, helped remedy racial injustice, and that would be an honor that would be entirely appropriate.",0.5
1304,688,TAPPER,Dr. Carson?,0.0
1305,689,CARSON,"I'd put my mother on there. You know, she was one of 24 children, got married at age 13, had only a third grade education, had to raise two sons by herself, refused to be a victim. Wouldn't let us be victims, and has been an inspiration to many people.",0.04375
1306,689,CARSON,(APPLAUSE),0.0
1307,690,TAPPER,Mr. Trump.,0.0
1308,691,TRUMP,"Well, because she's been sitting for three hours, I think my daughter, Ivanka, who's right here.",0.2857142857142857
1309,691,TRUMP,(APPLAUSE),0.0
1310,692,TRUMP,Other than that we'll go with Rosa Parks. I like that.,-0.125
1311,693,TAPPER,Governor Bush.,0.0
1312,694,BUSH,"I would go with Ronald Reagan's partner, Margaret Thatcher. Probably illegal, but what the heck?",0.0
1313,694,BUSH,(APPLAUSE),0.0
1314,695,BUSH,"Since it's not going to happen. A strong leader is what we need in the White House, and she certainly was a strong leader that restored the United Kingdom into greatness.",0.2702380952380952
1315,696,TAPPER,"Governor Walker. WALKER: First of all, I got to say to Carson, Huckabee, thanks a lot for making the rest of us look like chumps up here, but, I'd pick Clara Barton. I once worked for the American Red Cross, she was a great founder of the Red Cross.",0.225
1316,697,TAPPER,Mrs. Fiorina.,0.0
1317,698,FIORINA,"I wouldn't change the $10 bill, or the $20 bill. I think, honestly, it's a gesture. I don't think it helps to change our history. What I would think is that we ought to recognize that women are not a special interest group. Women are the majority of this nation. We are half the potential of this nation, and this nation will be better off when every woman has the opportunity to live the life she chooses.",0.11742424242424243
1318,698,FIORINA,(APPLAUSE),0.0
1319,699,TAPPER,Governor Kasich.,0.0
1320,700,KASICH,"Well, it's probably not, maybe, legal, but, I would pick Mother Theresa, the lady that I had a chance to meet, a woman who lived a life so much bigger than her own. An inspiration to everyone when we think about our responsibility to love our neighbor as we love ourselves.",0.26666666666666666
1321,701,TAPPER,Governor Christie.,0.0
1322,702,CHRISTIE,"I think the Adams family has been shorted in the currency business. Our country wouldn't be here without John Adams, and he would not have been able to do it without Abigal Adams, so, I'd put Abigail Adams on the bill.",0.5
1323,702,CHRISTIE,(APPLAUSE),0.0
1324,703,TAPPER,"Alright. Some good entries if anybody at the mint was listening. Here's the next lighthearted question, you all know that the United States Secret Service uses codenames for the president, and his family. Ronald Reagan's codename, for example, was, ""Rawhide"", an homage to his performances in Westerns. Nancy Reagan's was, ""Rainbow"".",-0.2
1325,703,TAPPER,"You don't have to come up the one for your spouse, but, what would you want, Governor Christie, I'll start with you, your Secret Service codename to be.",-0.4
1326,703,TAPPER,(LAUGHTER),0.0
1327,704,CHRISTIE,"You know, I've been called a lot of names by a lot of different people, and now I got to get called by names by the Secret Service?",-0.2
1328,704,CHRISTIE,I would just say True Heart.,0.35
1329,705,KASICH,"Well, I have one now - they (ph) call me, ""Unit One"".",0.0
1330,705,KASICH,"My wife says, ""You'll never be Unite One, I'm Unite One. You're Unit Two."" ",0.0
1331,706,FIORINA,Secretariat.,0.0
1332,707,TAPPER,Governor Walker?,0.0
1333,708,WALKER,Harley. I love riding Harley's.,0.5
1334,709,BUSH,"Ever Ready, it's very high energy, Donald.",0.20400000000000001
1335,709,BUSH,(APPLAUSE),0.0
1336,710,TAPPER,Mr. Trump?,0.0
1337,711,TRUMP,Humble.,-0.2
1338,711,TRUMP,(LAUGHTER),0.0
1339,711,TRUMP,(APPLAUSE),0.0
1340,712,MALE,That's a good one.,0.7
1341,713,TAPPER,Dr. Carson?,0.0
1342,714,CARSON,One Nation.,0.0
1343,715,TAPPER,Senator Cruz?,0.0
1344,716,CRUZ,"You know, as a Cuban, I might go with Cohiba (ph), and I'll tell you, I'd go with, for Heidi, Angel, because she is my angel.",0.0
1345,717,TAPPER,Senator Rubio?,0.0
1346,718,RUBIO,"Well, there are some people in Florida upset at me over a joke I made about Florida State, but, what the heck, I want my codename to be Gator.",0.0
1347,718,RUBIO,(LAUGHTER),0.0
1348,718,RUBIO,(APPLAUSE),0.0
1349,719,TAPPER,Governor Huckabee.,0.0
1350,720,HUCKABEE,I'd go with Duck Hunter.,0.0
1351,721,TAPPER,Senator Paul.,0.0
1352,722,PAUL,Justice Never Sleeps.,0.0
1353,722,PAUL,(LAUGHTER),0.0
1354,723,TAPPER,"That's a mouthful, but OK.",0.5
1355,723,TAPPER,(LAUGHTER),0.0
1356,724,TAPPER,"OK, here's the more serious question, Ronald Reagan, the 40th President, used the plane behind you to accomplish a great many things. Perhaps, most notably, to challenge Mikhail Gorbachev to tear down the wall, and ultimately, to make peace with the USSR.",0.2611111111111111
1357,724,TAPPER,How will the world look different once your Air Force One is parked in the hangar of your presidential library?,0.0
1358,724,TAPPER,Senator Paul?,0.0
1359,725,PAUL,"I met Ronald Reagan as a teenager, and my family, we're big supporters of him when he ran against Gerald Ford. It was a big deal because he was the grassroots, running against the establishment, and I'll never forget that. And, how he stood up and said, you know what, this is something new that our country needs, and our party needs.",0.13636363636363635
1360,725,PAUL,"If I were president, I would try to be one who says, you know what, I'm a Reagan Conservative. I'm someone who believes in peace through strength, and I would try to lead the country in that way knowing that our goal is peace, and that war is the last resort, not the first resort. And, that when we go to war, we go to war in a constitutional way, which means that we have to vote on it, that war is initiated by congress, not by the president, that we go to war electively (ph). That when we go to war, we don't fight with one arm tied behind our back, we fight all out to win, but then we come home.",0.0
1361,725,PAUL,(APPLAUSE),0.0
1362,726,HUCKABEE,"At the end of my presidency I would like to believe that the world would be a safe place, and there wouldn't be the threats. not only to the U.S., but to Israel and our allies, because we would have the most incredible well-trained, well-equipped, well- prepared military in the history of mankind. And they would know that the commander-in-chief would never send them to a mission without all the resources necessary, but people wouldn't bully us anymore. Because they would know that that would be an invitation to their destruction.",0.32499999999999996
1363,726,HUCKABEE,"Domestically, we would be operating under a tax system that eliminated the IRS. People wouldn't be punished for their work, and for what they produced.",0.0
1364,726,HUCKABEE,"And life would be really deemed precious. Abortion would be no more. It would be as much of a scourge in our past as slavery is. And we would have a peaceful country, where people respected each other and people respected law enforcement. And we would focus on cures.",0.0625
1365,726,HUCKABEE,"And we would make this country not only safe from our enemies without, but safe from the enemies within. And it would be a good place to raise our kids and our grandkids.",0.3333333333333333
1366,726,HUCKABEE,(APPLAUSE),0.0
1367,727,RUBIO,"One of the things that made Ronald Reagan a great president, is that he understood that America was a unique nation, like any other that had existed throughout human history. He knew it was founded on universal principles that were powerful, the dignity of all people, human rights, the rights of all to live in freedom and liberty, and choose their own path in life. He didn't just believe it, he acted on it. That's why bringing down communism was so important to him. If I'm honored with the opportunity to be president, I hope that our Air Force One will fly, first and foremost, to our allies; in Israel, in South Korea, and Japan. They know we stand with them. That America can be counted on.",0.20727272727272728
1368,727,RUBIO,"It would also fly to China, not just to meet with our enemies, not just to meet with those adversaries of ours that are there, but also to meet with those that aspire to freedom and liberty within China. I would even invite them to my inauguration.",0.8
