SentenceNo,SequenceNo,Speaker,Text,PolarityScore,Type
536,258,KASICH,"And, look, you've got Rand Paul, you've got Ted Cruz, you've got Marco, you've got a lot of people on this stage that have studied these issues. You know what a leader does? A leader has a sound program, has a good policy, and then brings people together to solve problems.",0.0,rep5
537,258,KASICH,(APPLAUSE),0.0,rep5
538,258,KASICH,"Guess what? Both in Congress in balancing the budget and in Ohio fixing the economy -- and, by the way, we talk about the fence. The first thing we better get going is strengthening our economy, because if we don't have a strong economy, we can't pay for all of this. And the world wants us to be able to function from strength, believe it or not. Get our economy going, get these people together in a room. We can fix this, ladies and gentlemen.",0.3944444444444444,rep5
539,258,KASICH,(CROSSTALK),0.0,rep5
540,259,KASICH,"We don't have to fight all the time. It can be done, and we will be great...",0.8,rep5
541,260,HEWITT,"Governor -- thank you, Governor.",0.0,rep5
542,261,KASICH,"... when we join together. Thank you, Hugh.",0.0,rep5
543,262,HEWITT,"Dr. Carson, commander-in-chief question again. You've been the head of neurosurgery for a big hospital. You're on a lot of boards of a lot of companies. You've traveled the world. You're going traveling again next week. But does that prepare you to command troops from Djibouti to Japan, troops from Afghanistan to Iraq to be in charge of the men and women watching on Armed Services Network tonight?",0.0,rep5
544,263,CARSON,"Well, you know, there's a false narrative that only the political class has the wisdom and the ability to be commander-in- chief. But if you go back and you study the design of our country, it was really designed for the citizen statesman.",-0.13333333333333336,rep5
545,263,CARSON,"And we need to be talking about where does your experience come from? You know, and I've had a lot of experience building things, organizing things, you know, a national scholarship program.",0.0,rep5
546,263,CARSON,"One of the things that you'll notice if you look through my life is that I don't do a lot of talking. I do a lot of doing. And really, it says more about a person than how much they talk. And then some people say you're weak because, you know, you're not loud and you're not boisterous and you're not rude. But the fact of the matter is, look and see what I've done. And that speaks volumes about strength.",-0.09166666666666667,rep5
547,264,BASH,"Thank you, Dr. Carson. We've been talking tonight about programs and policy proposals that you all have to keep Americans safe and it's a big discussion on the campaign trail. Also about border security and immigration. So let's talk about immigration.",0.25,rep5
548,264,BASH,"Senator Rubio. You co-authored a bill with Democrats two years ago that allowed a path to citizenship for undocumented immigrants. Do you still support that path to citizenship, which means giving those immigrants rights, like the right to vote?",0.0,rep5
549,265,RUBIO,Yeah. Immigration is not an issue that I read about in the newspaper or watch a documentary on PBS or CNN. It's an issues I've lived around my whole life. My family are immigrants. My wife's family are immigrants. All of my neighbors are immigrants.,0.0,rep5
550,265,RUBIO,"I see every aspect of this problem. The good, the bad, and the ugly. And here's what we learned in 2013. The American people don't trust the Federal Government to enforce our immigration laws, and we will not be able to do anything on immigration until we first prove to the American people that illegal immigration is under control. And we can do that. We know what it takes to do that.",0.05,rep5
551,265,RUBIO,"It takes at least 20,000 more additional border agents. It takes completing those 700 miles of fencing. It takes a mandatory e-verify system and a mandatory entry/exit tracking system to prevent overstays. After we have done that, the second thing we have to do is reform and modernize the legal immigration system. And after we have done those two things, I think the American people are gonna be reasonable with what do you do with someone who has been in this country for 10 or 12 years who hasn't otherwise violated our laws -- because if they're a criminal they can't stay. They'll have to undergo a background check, pay a fine, start paying taxes. And ultimately, they'll given a work permit and that's all they're gonna be allowed to have for at least 10 years. But you can't get to that third step until you have done the other two things, and that was the lesson we learned in 2013. There is no trust that the Federal Government will enforce the law. They will not support you until you see it done first.",-0.06666666666666668,rep5
552,266,BASH,"Senator, you haven't answered the question. You described a very long path but does that path end at citizenship?",-0.065,rep5
553,267,RUBIO,"But I've answered that question repeatedly. I am personally open -- after all that has happened and after ten years in that probationary status where all they have is a permit, I personally am open to allowing people to apply for a green card.",-0.05,rep5
554,267,RUBIO,"That may not be a majority position in my party, but that's down the road. You can't even begin that process until you prove to people -- not just pass a law that says you're gonna bring illegal immigration under control. You're gonna have to do it and prove to people that it's working.",-0.5,rep5
555,267,RUBIO,"And that was the lesson of 2013. And it's more true today, than it was then. After a migratory crisis on the border with minors coming over that you're seeing start up again now, after all these executive orders the President has issued. More than ever we need to...",0.0,rep5
556,268,BASH,"Thank you, senator.",0.0,rep5
557,269,RUBIO,... prove to people that illegal immigration is under control.,-0.5,rep5
558,270,BASH,"Thank you, senator. Senator Cruz.",0.0,rep5
559,270,BASH,(APPLAUSE),0.0,rep5
560,271,BASH,"Senator Cruz, on the campaign trail, Senator Rubio has said that his immigration plan is not that different from yours. Is that true?",0.0,rep5
561,272,CRUZ,"Well, he -- he has attempted to muddy the waters, but I think that anyone who watched the battle that we had. You know, there was a time for choosing as Reagan put it. Where there was a battle over amnesty and some chose, like Senator Rubio to stand with Barack Obama and Chuck Schumer and support a massive amnesty plan.",0.0,rep5
562,272,CRUZ,Others chose to stand with Jeff Sessions and Steve King and the American people and secure the border.,0.2,rep5
563,272,CRUZ,"And let me mention, this issue is actually directly connected to what we've been talking about. Because the front line with ISIS isn't just in Iraq and Syria, it's in Kennedy Airport and the Rio Grande. Border security is national security. And, you know, one of the most troubling aspects of the Rubio-Schumer Gang of Eight Bill was that it gave President Obama blanket authority to admit refugees, including Syrian refugees without mandating any background checks whatsoever. Now we've seen what happened in San Bernardino. When you are letting people in, when the FBI can't vet them, it puts American citizens at risk. And I tell you, if I'm elected president, we will secure the border. We will triple the border patrol. We will build a wall that works and I'll get Donald Trump to pay for it.",0.5,rep5
564,272,CRUZ,(APPLAUSE),0.0,rep5
565,273,BASH,"Senator Rubio, please.",0.0,rep5
566,274,RUBIO,"Yeah, a couple points. In 2013 we had never faced a crisis like the Syrian refugee crisis now. Up until that point, a refugee meant someone fleeing oppression, fleeing Communism like it is in my community.",0.0,rep5
567,274,RUBIO,"As far as Ted's record, I'm always puzzled by his attack on this issue. Ted, you support legalizing people who are in this country illegally. Ted Cruz supported a 500-percent increase in the number of H-1 visas, the guest workers that are allowed into this country, and Ted supports doubling the number of green cards.",-0.2,rep5
568,274,RUBIO,So I think what's important for us to understand and there is a way forward on this issue that we an bring our country together on. And while I'm president I will do it. And it will begin by bringing illegal immigration under control and proving to the American people.,0.4,rep5
569,275,BASH,Senator Cruz?,0.0,rep5
570,276,CRUZ,"Look, I understand Marco wants to raise confusion, it is not accurate what he just said that I supported legalization. Indeed, I led the fight against his legalization and amnesty. And you know, there was one commentator that put it this way that, for Marco to suggest our record's the same is like suggesting ""the fireman and the arsonist because they are both at the scene of the fire.""",0.0,rep5
571,276,CRUZ,"He was fighting to grant amnesty and not to secure the border, I was fighting to secure the border. And this also goes to trust, listening on to campaign trails. Candidates all the time make promises. You know, Marco said,"" he learned that the American people didn't trust the federal government.""",0.4,rep5
572,277,BASH,Senator Cruz?,0.0,rep5
573,278,RUBIO,"No, no, give him time.",0.0,rep5
574,279,CRUZ,In Florida promising to...,0.2,rep5
575,279,CRUZ,(CROSSTALK),0.0,rep5
576,280,RUBIO,"Ted, do you...",0.0,rep5
577,281,CRUZ,go in the fight against amnesty...,0.0,rep5
578,282,RUBIO,Did Ted Cruz fight to support legalizing people that are in this country illegally?,-0.5,rep5
579,283,CRUZ,He campaigned promising to lead the fight against amnesty.,0.2,rep5
580,284,FIORINA,"Ladies and gentleman, this is why the American people are standing up.",0.0,rep5
581,285,BASH,"Senator Cruz, can you answer that question please?",0.0,rep5
582,286,RUBIO,Does Ted Cruz rule out ever legalizing people that are in this country now?,0.0,rep5
583,287,BASH,Senator Cruz?,0.0,rep5
584,288,CRUZ,I have never supported a legalization...,0.0,rep5
